"","sim","N","effect1v2","effect2v3","effect1v3","stdev","dlow1v2","dhigh1v2","dlow1v3","dhigh1v3","dlow2v3","dhigh2v3","mdiff1v2","mdiff1v3","mdiff2v3","m1","m2","m3","mlow1v2","mhigh1v2","mlow1v3","mhigh1v3","mlow2v3","mhigh2v3","omniP","p1v2","p2v3","p1v3","quadeP","quadeP1v2","quadeP2v3","quadeP1v3","overallBF","BF1v2","BF1v3","BF2v3","oompcc","oomchance"
"11",1,30,0.255281294508318,-0.0531390489184842,0.163781118819627,11.5,-0.110608795211224,0.616926865302845,-0.197897093741151,0.522685114564974,-0.410781418086964,0.305414117344995,0.8,0.6,-0.2,3.66666666666667,2.86666666666667,3.06666666666667,-0.370179389687897,1.9701793896879,-0.767945729456155,1.96794572945615,-1.60539262315706,1.20539262315706,0.439419146012352,0.517937407555378,1,1,0.289259644591107,0.400918780521718,1,0.743532772279884,0.235511689556101,0.468209126735481,0.281046337576649,0.202195582271827,0.455555555555556,0.556
"12",2,30,0.147441956154897,-0.0765559002350953,0.0705334503299431,11.5,-0.213637391340855,0.506017619676207,-0.288365282064516,0.428224534525443,-0.434276862727177,0.28247525037381,0.5,0.233333333333333,-0.266666666666667,3.73333333333333,3.23333333333333,3.5,-0.766281818608718,1.76628181860872,-1.00194011733894,1.4686067840056,-1.56734982102022,1.03401648768689,0.723231642542552,1,1,1,0.394897214375195,0.557880972674521,1,1,0.132910964635618,0.262277064351027,0.208319015522926,0.210890222075277,0.444444444444444,0.714
"13",3,30,0.0294354813954786,-0.0607820665207658,-0.0401721393390524,11.5,-0.328735325778573,0.387101278178657,-0.397814497339692,0.318159177400826,-0.418438965697006,0.297916181025037,0.1,-0.133333333333333,-0.233333333333333,3.5,3.4,3.63333333333333,-1.16855794115009,1.36855794115009,-1.37268691818661,1.10602025151995,-1.66678407899239,1.20011741232572,0.936069685410739,1,1,1,0.777481153842803,1,1,1,0.103888732658759,0.196769620499934,0.198825248181607,0.204653634742243,0.466666666666667,0.384
"14",4,30,-0.165599419832014,0.0382997257617386,-0.0908476232154643,11.5,-0.524542988891691,0.196148343810714,-0.4486662838553,0.268523978498704,-0.320002085582197,0.395944642721341,-0.4,-0.266666666666667,0.133333333333333,3.23333333333333,3.63333333333333,3.5,-1.30195035015675,0.50195035015675,-1.36273243347266,0.829399100139329,-1.1666103062323,1.43327697289896,0.75603724081128,1,1,1,0.785911189191669,1,1,1,0.127098789350341,0.28333714416228,0.217982495483817,0.198419538897626,0.4,0.995
"15",5,30,0.207416237575681,-0.0956465628458604,0.163412053041352,11.5,-0.15609042847654,0.567437185724349,-0.198252113462261,0.5223080906396,-0.453506484875535,0.263847610415726,0.7,0.5,-0.2,3.53333333333333,2.83333333333333,3.03333333333333,-0.560192060109552,1.96019206010955,-0.642529360008738,1.64252936000874,-0.980804088819928,0.580804088819928,0.399823634887544,0.795692176551949,1,1,0.538976719382974,0.805295710726015,1,1,0.233917543841383,0.349467494160243,0.280586540927876,0.220691963640385,0.444444444444444,0.7
"16",6,30,0.0596806370007684,-0.129925912626869,-0.0540683557801991,11.5,-0.298996049037878,0.417334777725552,-0.411711916244601,0.304501884255237,-0.488204172828152,0.230563865639845,0.166666666666667,-0.2,-0.366666666666667,3.1,2.93333333333333,3.3,-0.87612307643793,1.20945640977126,-1.58123725558101,1.18123725558101,-1.4204640247901,0.687130691456763,0.814404088416907,1,1,1,0.981882056695973,1,1,1,0.119271320701619,0.204277284055754,0.202475446448425,0.245437462089454,0.511111111111111,0.043
"17",7,30,-0.092337842210038,0.110825468823775,0.0548081763266387,11.5,-0.450168860694997,0.267071378201444,-0.303775768302923,0.412452799052208,-0.249083625393328,0.468843885123217,-0.266666666666667,0.166666666666667,0.433333333333333,3.73333333333333,4,3.56666666666667,-1.34504328256874,0.811709949235402,-0.968827347136196,1.30216068046953,-1.02670403574656,1.89337070241323,0.770729870786598,1,1,1,0.78094914169582,1,1,1,0.127264779140517,0.218805651984155,0.202701977662404,0.230428269969957,0.433333333333333,0.836
"18",8,30,0.0142372040797969,0.100134369961754,0.0981231575646891,11.5,-0.343742388946223,0.37197245582161,-0.261435891367495,0.45600603643799,-0.259478174504936,0.45803672482465,0.0333333333333333,0.333333333333333,0.3,3.66666666666667,3.63333333333333,3.33333333333333,-0.840916354702856,0.907583021369523,-0.935161437339351,1.60182810400602,-0.818715193097204,1.4187151930972,0.792613069605615,1,1,1,0.805177187621444,1,1,1,0.119457581024539,0.194960501278913,0.222157630592023,0.223382312648088,0.455555555555556,0.588
"19",9,30,0.14683779584958,0.256311905459459,0.312770652241002,11.5,-0.214220311123133,0.505402260506966,-0.0564923213507568,0.676913413993364,-0.109633788313154,0.617997022188559,0.4,1.1,0.7,3.6,3.2,2.5,-0.617193521865764,1.41719352186576,-0.213252210496443,2.41325221049644,-0.319789912849026,1.71978991284903,0.138239835036556,1,0.512921984010184,0.292093456084317,0.12328862760025,1,0.476143056472684,0.141471086980324,0.651266636575665,0.261642381768777,0.712871150025756,0.471445830455517,0.466666666666667,0.369
"20",10,30,-0.068281618472484,-0.183231244769577,-0.197416178090595,11.5,-0.425963250367562,0.290569287430169,-0.55715036357455,0.165642199498328,-0.542590028636953,0.179220999390609,-0.2,-0.766666666666667,-0.566666666666667,2.83333333333333,3.03333333333333,3.6,-1.29372374326064,0.89372374326064,-2.21679117495208,0.68345784161875,-1.72147414011741,0.588140806784079,0.429830345193909,1,0.971619096270562,0.865430944628699,0.36827433022674,1,1,0.489809460411193,0.219893983130327,0.207418672087886,0.331050297817088,0.307886478080706,0.488888888888889,0.164
"21",1,100,-0.180573032643985,0.0802477784051085,-0.0750536265884327,11.5,-0.377724217704194,0.0174749409601524,-0.271139146725481,0.121409446675181,-0.116268044465684,0.276360075087427,-0.49,-0.23,0.26,2.92,3.41,3.15,-1.0284338359063,0.0484338359062995,-0.838058423835327,0.378058423835327,-0.382879363972059,0.902879363972059,0.268623441334171,0.221998497511588,1,1,0.39894869101544,0.638611276545908,0.835287242298084,1,0.136240987224723,0.527811593168927,0.14552735857089,0.151318224126405,0.39,0.743
"22",2,100,-0.0196010399606534,0.00651851931333879,-0.0119466847044311,11.5,-0.215566980297724,0.176463750753069,-0.20792000188818,0.184086888017508,-0.189496416981099,0.202500576545703,-0.06,-0.04,0.02,3.63,3.69,3.67,-0.667381125359516,0.547381125359516,-0.70435735124087,0.624357351240869,-0.58879376318672,0.62879376318672,0.981504749055464,1,1,1,0.927012947679347,1,1,1,0.0367802055397765,0.112809814921102,0.111492333378044,0.110949912878692,0.4,0.547
