"","sim","N","effect1v2","effect2v3","effect1v3","stdev","dlow1v2","dhigh1v2","dlow1v3","dhigh1v3","dlow2v3","dhigh2v3","mdiff1v2","mdiff1v3","mdiff2v3","m1","m2","m3","mlow1v2","mhigh1v2","mlow1v3","mhigh1v3","mlow2v3","mhigh2v3","omniP","p1v2","p2v3","p1v3","quadeP","quadeP1v2","quadeP2v3","quadeP1v3","overallBF","BF1v2","BF1v3","BF2v3","oompcc","oomchance"
"11",1,30,-0.0558595798581804,-0.0774275256430652,-0.131286920795887,11.5,-0.413505885902675,0.302744012242706,-0.489586263877239,0.229246715974789,-0.435153366955564,0.281623332945219,-0.166666666666667,-0.4,-0.233333333333333,2.93333333333333,3.1,3.33333333333333,-1.28078811699541,0.947454783662074,-1.53767962412231,0.737679624122313,-1.35861917778281,0.891952511116141,0.766986128512677,1,1,1,0.80321743347821,1,1,1,0.128116464101507,0.203029626547827,0.246634822883674,0.211282351884053,0.433333333333333,0.815
"12",2,30,0.313561534210938,-0.128582324978197,0.107531383349716,11.5,-0.0557516520847449,0.677742761079745,-0.252284155955686,0.465511791023957,-0.486840107079494,0.231864479365922,0.766666666666667,0.333333333333333,-0.433333333333333,3.6,2.83333333333333,3.26666666666667,-0.146321716623441,1.67965504995677,-0.824177231260629,1.4908438979273,-1.69174366271529,0.825076996048622,0.378790725788954,0.289680826275366,1,1,0.386671261295061,0.511927012297142,1,1,0.244704994340631,0.717361901305513,0.228159097971674,0.244272877265672,0.455555555555556,0.503
"13",3,30,0.1704644133902,-0.249731038114707,-0.0572048862160931,11.5,-0.191472293150726,0.529516849746595,-0.414853643482079,0.301424138261934,-0.611166935503204,0.115862686190183,0.5,-0.166666666666667,-0.666666666666667,3.33333333333333,2.83333333333333,3.5,-0.595261261080219,1.59526126108022,-1.25458695185451,0.921253618521174,-1.66348879332221,0.33015545998888,0.414320789954461,1,0.545613612919667,1,0.223206200009751,0.844618740425372,0.263522422223431,1,0.204612762068876,0.289679242470553,0.203458684871715,0.451345874436736,0.444444444444444,0.702
"14",4,30,-0.164870224656621,0.0221854187204516,-0.194196586543258,11.5,-0.523797850634995,0.196849577081467,-0.553842335760179,0.168721147398205,-0.335888905216516,0.379879047449871,-0.533333333333333,-0.466666666666667,0.0666666666666667,3.13333333333333,3.66666666666667,3.6,-1.74125271367684,0.674586047010174,-1.36398520483244,0.43065187149911,-1.0554100795158,1.18874341284914,0.551355893387007,1,1,0.888781482343977,0.607354185716465,1,1,1,0.163399302388556,0.282413346555163,0.325500986854924,0.19574764356009,0.455555555555556,0.585
"15",5,30,-0.315618882392643,-0.23951814470294,-0.48316932220259,11.5,-0.679900689000918,0.05382540315489,-0.858100534318645,-0.100803314225849,-0.600582781849891,0.125543877146157,-0.833333333333333,-1.5,-0.666666666666667,2.73333333333333,3.56666666666667,4.23333333333333,-1.81924323287046,0.152576566203791,-2.65924000013871,-0.340759999861292,-1.7059926217593,0.372659288425971,0.0202465903232384,0.283483234351062,0.599538875670008,0.0390225753110961,0.00557320739229104,0.180512522236445,0.46294461934622,0.00414576893982433,3.42569788476616,0.729221224253243,3.60790116721629,0.422675038104655,0.477777777777778,0.315
"16",6,30,-0.158713612704655,0.149585862426457,-0.0330995453409196,11.5,-0.517510525956038,0.202773832275371,-0.390754956872053,0.325123674647046,-0.211569379345577,0.508201808132801,-0.533333333333333,-0.1,0.433333333333333,2.96666666666667,3.5,3.06666666666667,-1.7881087505807,0.721442083914029,-1.22813071270944,1.02813071270944,-0.648382032703096,1.51504869936976,0.607856117861045,1,1,1,0.498868663111329,0.773247079657311,1,1,0.155596363441373,0.27488258916133,0.19739775303496,0.264562054516834,0.422222222222222,0.916
"17",7,30,-0.176275813896505,0,-0.191274270718959,11.5,-0.535463990996534,0.185892028763503,-0.550841390883409,0.17151736368128,-0.357838828713821,0.357838828713821,-0.533333333333333,-0.533333333333333,0,3.53333333333333,4.06666666666667,4.06666666666667,-1.66309660148789,0.596429934821224,-1.57450807605099,0.507841409384326,-1.08312197046699,1.08312197046699,0.513893403017731,1,1,0.910357023908162,0.507753260838415,1,1,0.839991744322269,0.169643202100006,0.297676982719425,0.320616200865301,0.194411110695872,0.455555555555556,0.607
"18",8,30,-0.187168607357695,-0.407171436464244,-0.58392061593119,11.5,-0.546627899406428,0.175448373673537,-0.967487469914104,-0.191775539357185,-0.776678970564311,-0.0312052454858804,-0.533333333333333,-1.96666666666667,-1.43333333333333,2.36666666666667,2.9,4.33333333333333,-1.59734691133537,0.530680244668708,-3.2243126244478,-0.709020708885535,-2.74780535851826,-0.118861308148407,0.00486849125890385,0.941283793514724,0.100915133278863,0.00999954464555405,0.00769772104351256,1,0.0388401395343578,0.0112965188932084,17.9203775635573,0.313990085815667,11.550055135677,1.64493769334225,0.522222222222222,0.012
"19",9,30,-0.0625084203435882,0.0213083852871282,-0.0285935715073823,11.5,-0.420170093369956,0.296224064946269,-0.386262103784876,0.329565538803192,-0.336754918501836,0.379006036583513,-0.166666666666667,-0.1,0.0666666666666667,3.26666666666667,3.43333333333333,3.36666666666667,-1.16228222988628,0.828948896552948,-1.40590939526982,1.20590939526982,-1.10159372073949,1.23492705407282,0.957477982110844,1,1,1,0.963684472828616,1,1,1,0.102158042974172,0.205258708914037,0.19663593119378,0.195643756698613,0.477777777777778,0.279
"20",10,30,0.132815295340556,-0.394502060581131,-0.247327515045669,11.5,-0.227767985904049,0.491138720892397,-0.60867434115618,0.118139484217287,-0.763199992640471,-0.0195172927130267,0.333333333333333,-0.7,-1.03333333333333,3,2.66666666666667,3.7,-0.603823128454792,1.27048979512146,-1.75683468207088,0.35683468207088,-2.01140936014794,-0.0552573065187223,0.102953449361225,1,0.117330674459891,0.557951420723739,0.0395570929713047,1,0.0373580903587041,0.308704259077296,0.808129982186545,0.248000869097244,0.444331102490726,1.45628722912652,0.477777777777778,0.267
"21",1,100,-0.149787865825124,-0.198124873501244,-0.308124596208146,11.5,-0.346515058146608,0.0476868144693682,-0.508010036141742,-0.106752582186412,-0.395559227057738,0.000290359959114286,-0.42,-1.06,-0.64,2.7,3.12,3.76,-0.976367576956632,0.136367576956632,-1.74260372413139,-0.377396275868614,-1.28095881883671,0.000958818836714781,0.00401736604377813,0.412039624234715,0.151011258930727,0.00800828465140075,0.00676899945921244,0.726793594423493,0.142887969131505,0.0053711294565172,11.1402363928004,0.326002039414744,9.16772340703191,0.721351573446046,0.433333333333333,0.029
"22",2,100,-0.146073888360509,-0.0620322331954,-0.217716780293737,11.5,-0.342756206894313,0.0513377644998622,-0.415502585194843,-0.0188572141778398,-0.258062351558929,0.134310201805235,-0.47,-0.68,-0.21,3.05,3.52,3.73,-1.10843167160993,0.168431671609926,-1.29973520151197,-0.0602647984880289,-0.881724260709103,0.461724260709103,0.102508932921413,0.441760849061465,1,0.0955335920781821,0.158959508031969,1,0.793041288386481,0.169693597141848,0.389993434067369,0.309377438663036,1.05505460775252,0.133473804574287,0.386666666666667,0.818
"23",3,100,-0.0936942422802526,-0.0412920904025962,-0.151810896001286,11.5,-0.289888241921027,0.102970372417046,-0.348563100927115,0.0456986731942231,-0.237268591885316,0.154892520049243,-0.33,-0.47,-0.14,3.27,3.6,3.74,-1.02886001325988,0.36886001325988,-1.08430502803812,0.144305028038115,-0.812744756958666,0.532744756958666,0.35417021122826,1,1,0.396521891749309,0.237975232659529,1,1,0.271902291506497,0.105530338624201,0.169415164071866,0.33560786549855,0.120290621590915,0.406666666666667,0.336
"24",4,100,-0.123807510769068,-0.0852885285117152,-0.195825093741806,11.5,-0.320249223570833,0.0732541309592871,-0.393220636647356,0.0025403566740747,-0.281429360461996,0.111281005872092,-0.36,-0.65,-0.29,3,3.36,3.65,-0.936958617561978,0.216958617561978,-1.30861886946506,0.00861886946505885,-0.964677973698446,0.384677973698446,0.131458496037867,0.655848584043032,1,0.159044806603724,0.0773174622100823,0.379759356554323,1,0.0816959221701309,0.295517294890389,0.232137384377562,0.691361500405075,0.157545903512173,0.386666666666667,0.827
"25",5,100,-0.311349358363306,0.0161006262289592,-0.31262507994142,11.5,-0.511324025201334,-0.109873930159696,-0.51263531457933,-0.111108482486412,-0.179949171317159,0.212069221529751,-0.97,-0.92,0.05,2.85,3.82,3.77,-1.588177102775,-0.351822897225003,-1.50391975327174,-0.336080246728265,-0.5661924770409,0.6661924770409,0.00204563536706637,0.00725296736637573,1,0.00697286715743544,0.00903999592513349,0.0190044241320466,1,0.0290585070292831,20.2406527182336,10.0191639950686,10.379617894132,0.112126092453123,0.436666666666667,0.025
"26",6,100,-0.379353393764043,0.122474487139159,-0.24526133483438,11.5,-0.581434942626751,-0.175481662696276,-0.443604020330285,-0.0457162221325217,-0.0745677190778804,0.318903343262426,-1.14,-0.74,0.4,2.71,3.85,3.45,-1.73627971226626,-0.543720287733743,-1.3386759165139,-0.1413240834861,-0.248042542715658,1.04804254271566,0.00118871710210248,0.00076725412358291,0.670732732613591,0.0477957616793619,0.00253477481524889,0.00176270308232431,0.445887484623554,0.126926380352026,40.3530077631599,77.3156484831736,1.90204042215205,0.22851206870424,0.456666666666667,0.001
"27",7,100,-0.298500365514711,0.117154519582393,-0.198235056136702,11.5,-0.498125324634212,-0.0974314096305864,-0.395671282025432,0.000182574987737678,-0.0798118343282998,0.313533809280103,-0.95,-0.57,0.38,2.96,3.91,3.53,-1.58149205889807,-0.318507941101935,-1.14053665706046,0.000536657060456802,-0.263596546074826,1.02359654607483,0.00971865126736592,0.0107181373464274,0.73257469329639,0.150635196399255,0.00464394774312125,0.00318471588952305,0.306002008899765,0.283652173375109,4.38832621642864,7.06542451601577,0.722828945939846,0.214953172601919,0.443333333333333,0.016
"28",8,100,0.0981319640687546,-0.0680955383407781,0.0266605425858963,11.5,-0.0985856243019314,0.294356847695898,-0.169438159249165,0.222624813208523,-0.264149368232072,0.128301005825485,0.29,0.09,-0.2,3.31,3.02,3.22,-0.296376642331239,0.876376642331239,-0.579827048971043,0.759827048971043,-0.78277443719046,0.38277443719046,0.632119834848736,0.986481678875143,1,1,0.759420734757966,1,1,1,0.0585517293292094,0.176514669104855,0.114615920289741,0.138675868937148,0.383333333333333,0.886
"29",9,100,-0.213602088461829,-0.0650238881078058,-0.287467918492378,11.5,-0.411310994274857,-0.0148388381328616,-0.486805031905929,-0.0867360419095575,-0.261065251446526,0.131344794476462,-0.65,-0.86,-0.21,2.95,3.6,3.81,-1.25380543459043,-0.0461945654095743,-1.45360591864082,-0.266394081359181,-0.85081920038726,0.43081920038726,0.0161725070728968,0.105430822675536,1,0.0148531552155619,0.0192900917103874,0.0787711015537686,1,0.0276248942680447,2.48312393625351,0.971431493209611,5.28661688048458,0.135955613143394,0.416666666666667,0.178
"30",10,100,-0.0705944040306642,-0.201065910583539,-0.282807301806252,11.5,-0.266659064006088,0.125825487653443,-0.48202627626874,-0.0822144967608431,-0.398550645793807,-0.00258628440280216,-0.24,-0.88,-0.64,3.08,3.32,3.96,-0.914574812153506,0.434574812153506,-1.49742073356801,-0.262579266431993,-1.27158336752847,-0.00841663247152535,0.020638546208532,1,0.14124299847173,0.0170048948038903,0.0116505746432571,1,0.0579802469442803,0.0163549620096664,1.97831747564862,0.141023167053812,4.69003268600234,0.762116133891774,0.433333333333333,0.031
"31",1,500,-0.0738167587757496,-0.0342173598913483,-0.110702661896095,11.5,-0.161551635408411,0.0139918731487126,-0.198568326897545,-0.0227267420384688,-0.121878175994615,0.0534777144862545,-0.232,-0.342,-0.11,3.188,3.42,3.53,-0.508153627781169,0.0441536277811687,-0.613447459877558,-0.0705525401224419,-0.392464534876413,0.172464534876413,0.0467173546992897,0.298352819038725,1,0.0409204629255787,0.0578454678062577,0.229996286972061,1,0.0691811324510226,0.192352080936093,0.194030084579162,1.03776692684085,0.0672384522783872,0.371333333333333,0.135
"32",2,500,-0.056544011915893,-0.113931976686414,-0.170961146523276,11.5,-0.144238125494515,0.0312066588969015,-0.259168043370928,-0.0825853330371727,-0.201811922916007,-0.0259385982133314,-0.176,-0.534,-0.358,3.168,3.344,3.702,-0.449491471692107,0.0974914716921074,-0.808448950969393,-0.259551049030607,-0.634092833640225,-0.0819071663597747,0.000542052157694266,0.620070501581168,0.0334368463805815,0.000445871720468477,0.00050585405517934,1,0.0112090812207693,0.00063260392053415,20.8856372308225,0.111139380251574,64.727174839243,1.24002026421625,0.377333333333333,0.034
"33",3,500,-0.0694067425502825,-0.111644324689658,-0.179005714896179,11.5,-0.15712996829536,0.0183858528903612,-0.267270070599632,-0.0905647268176067,-0.199514107071405,-0.0236633605934421,-0.212,-0.554,-0.342,3.068,3.28,3.622,-0.480381106103917,0.0563811061039167,-0.825932182379351,-0.282067817620649,-0.611157939348107,-0.072842060651893,0.000269892513331193,0.363901549735665,0.0385981910658533,0.000216412192051323,0.0000704447222211762,0.444383115905706,0.0126072143057929,0.0000523042160983296,37.1900967722514,0.165974029259407,127.637624937231,1.09250854614855,0.382666666666667,0.005
"34",4,500,-0.0970666518537591,-0.0616139646706369,-0.158951737593737,11.5,-0.184877034334334,-0.00915946578689587,-0.247078057350068,-0.0706680752958425,-0.149318686782372,0.026152368316168,-0.294,-0.486,-0.192,3.12,3.414,3.606,-0.560130727118143,-0.0278692728818568,-0.754651165628438,-0.217348834371562,-0.465804015642224,0.0818040156422241,0.00178859221519405,0.0913249540268876,0.50671252079141,0.00124521174625088,0.00167781557468177,0.0557954096629632,0.736413557655071,0.00135588256540056,5.2587037055205,0.517081552052445,24.8152125544972,0.12891527891029,0.386,0.002
"35",5,500,-0.0101319990475185,-0.160522970269903,-0.174848143932766,11.5,-0.0977814313649587,0.0775275825294204,-0.263082455338851,-0.0864411839412516,-0.248659477553111,-0.0722276025050567,-0.032,-0.554,-0.522,3.238,3.27,3.792,-0.309506127983537,0.245506127983537,-0.832398235264148,-0.275601764735852,-0.807726851481539,-0.236273148518461,0.0000828505097414271,1,0.00109252743168873,0.000315528285289194,0.0000152751496191885,1,0.000220166129817102,0.000083110966902,189.000221842055,0.0515697483897055,89.5325018413127,28.02579300711,0.382,0.012
"36",6,500,-0.115685544255612,-0.0716702776222445,-0.1878001922342,11.5,-0.203573436025396,-0.0276824962571518,-0.276130554100093,-0.0992847989207647,-0.15939937697042,0.016130442914881,-0.348,-0.576,-0.228,3.002,3.35,3.578,-0.612312613881079,-0.083687386118921,-0.845490953322671,-0.306509046677329,-0.507520394137579,0.0515203941375789,0.000157460029247675,0.0299065726683214,0.32896987606992,0.0000951179722280277,0.000616808907283345,0.0516659602278958,0.455893818736233,0.000425683063165205,94.9262772699376,1.36875987778497,277.261454584016,0.179613229972615,0.377333333333333,0.037
"37",7,500,-0.130664398246901,-0.127984937821454,-0.251531738263972,11.5,-0.218625622508522,-0.0425733335304497,-0.340439328173477,-0.162379511578392,-0.215932326433321,-0.0399103297928174,-0.412,-0.822,-0.41,3.038,3.45,3.86,-0.689049699267521,-0.134950300732479,-1.10914202922467,-0.53485797077533,-0.691476884026045,-0.128523115973955,0.0000000973949364559571,0.0109156535576958,0.013166784371124,0.0000000931253035942718,0.000000013178023057807,0.0128007886509063,0.00408594771000175,0.00000000525363704904728,276138.740463352,3.37813996347115,210863.863248201,2.85165470656694,0.392,0
"38",8,500,-0.115993655950316,-0.127157237322509,-0.241629406078045,11.5,-0.20388295765014,-0.0279888952100095,-0.33043597092868,-0.152587306564837,-0.215100415206189,-0.0390876501938898,-0.344,-0.74,-0.396,3.018,3.362,3.758,-0.604580519380746,-0.0834194806192542,-1.00909131009689,-0.470908689903107,-0.66963512340883,-0.12236487659117,0.000000482206697161371,0.0293218900610897,0.0139430605053909,0.000000304980795127606,0.00000276064590641733,0.0195107326635655,0.0552668723242098,0.00000129737778689133,24454.6724530432,1.39293444870256,67139.3843589229,2.70810637371208,0.389333333333333,0
"39",9,500,-0.147239333951273,-0.0980138118360755,-0.235251617019935,11.5,-0.235293082912034,-0.059039590775975,-0.323995312398543,-0.146278282020957,-0.185827771684361,-0.0101021123552346,-0.448,-0.75,-0.302,2.94,3.388,3.69,-0.715344903602752,-0.180655096397248,-1.03012146300792,-0.469878536992079,-0.572730635772501,-0.0312693642274988,0.00000047508689037098,0.00319167710014351,0.086597419718684,0.00000064118526952793,0.000000519691043028371,0.00118610628049417,0.234106901170414,0.000000385898787277958,32276.712417727,10.386315761275,32830.0391780909,0.541147837553891,0.396,0
"40",10,500,-0.095208204278888,-0.129784602389255,-0.216401620801763,11.5,-0.183011681494235,-0.00730976082716196,-0.30496960847238,-0.127621564869415,-0.217741249283848,-0.041698975368318,-0.298,-0.718,-0.42,3.072,3.37,3.79,-0.57301705670361,-0.0229829432963901,-1.0095289408483,-0.426471059151699,-0.704343862954526,-0.135656137045474,0.00000443043429838452,0.10124984861265,0.0116128163428289,0.00000522924995698852,0.0000575700491926944,0.162157287369292,0.0377922642254344,0.0000316558112430197,5666.45580061271,0.473522750429406,4383.03767064999,3.19414752234936,0.382,0.01
"41",1,1000,-0.0806303376999312,-0.0845928235287463,-0.164534944171734,11.5,-0.142690457466908,-0.0185299913789563,-0.226892175144166,-0.102096416567657,-0.146662096102156,-0.0224813605712187,-0.244,-0.518,-0.274,3.105,3.349,3.623,-0.431787174511291,-0.0562128254887086,-0.71336474348465,-0.32263525651535,-0.474997947066192,-0.0730020529338079,0.00000131894337733938,0.0327847486068215,0.022781122083807,0.0000007135657925945,0.00000522844542339906,0.0862283856720143,0.0181641610229725,0.00000258639873672342,7219.55228427549,0.900858390088798,21630.2597488091,1.24578030120733,0.377,0
"42",2,1000,-0.0976895830138893,-0.0389000578119927,-0.137464512174952,11.5,-0.15979255877826,-0.0355379398003135,-0.199702253598626,-0.0751585889161833,-0.100893294671224,0.0231126321537566,-0.305,-0.43,-0.125,3.21,3.515,3.64,-0.49874306386394,-0.11125693613606,-0.624112025014477,-0.235887974985523,-0.324404220494865,0.0744042204948652,0.0000563813256224698,0.00618700503390369,0.656816488427315,0.0000456392618226153,0.0000920652455469913,0.0108189804747317,0.57495687641035,0.0000764740418067127,104.123542180894,4.05540551368836,402.478165195263,0.0756877052800646,0.373333333333333,0.001
"43",3,1000,-0.0928138814988928,-0.129380599047529,-0.22359579776984,11.5,-0.154903691198296,-0.0306778130712696,-0.286291107240393,-0.16079118063,-0.191587010956373,-0.0671099498167751,-0.291,-0.696,-0.405,3.038,3.329,3.734,-0.485560482010808,-0.0964395179891915,-0.889161327884359,-0.502838672115641,-0.599249739681865,-0.210750260318135,0.0000000000187867340911881,0.0102344191602262,0.000139012766144583,0.00000000000867841238967941,0.0000000000197905379204086,0.0163821792049463,0.0000723449189170021,0.00000000000944321852239489,763284507.444022,2.56296064437104,1301867386.02273,139.915190390386,0.385,0
"44",4,1000,-0.115892620960387,-0.0959799644659745,-0.20846671300741,11.5,-0.178051229719327,-0.0536763820057098,-0.271065369143824,-0.145765836452013,-0.158078240131022,-0.0338338655846819,-0.359,-0.664,-0.305,2.973,3.332,3.637,-0.551226493462127,-0.166773506537873,-0.861654151454806,-0.466345848545194,-0.502194062594296,-0.107805937405704,0.000000000287662169685876,0.000781516973224993,0.00739919907188197,0.000000000210055947013415,0.00000000055755161899308,0.000320613188136106,0.0249509461260186,0.000000000259890390632041,52826173.0118224,27.5571360160563,57857258.62999,3.44360968385219,0.382666666666667,0
"45",5,1000,-0.0775578768173956,-0.110798943612975,-0.184014390566029,11.5,-0.13961123375676,-0.0154658173574499,-0.246471441727461,-0.121466705667348,-0.172940955897947,-0.0486018040977511,-0.238,-0.582,-0.344,3.137,3.375,3.719,-0.42842572835618,-0.0475742716438197,-0.778266318804442,-0.385733681195558,-0.536662593745397,-0.151337406254602,0.0000000245350651042211,0.0430592655143762,0.0014371568336246,0.0000000238971987110898,0.0000000145988782207556,0.072495526895996,0.000617318591707644,0.0000000081566316763225,259676.098880554,0.708080442974991,577672.086609093,15.6099963047272,0.381,0
"46",6,1000,-0.144503943006294,-0.0809327041696362,-0.221469870051165,11.5,-0.20677059883287,-0.0821656805555196,-0.284151182057432,-0.158680242306686,-0.142993505255622,-0.0188315266111484,-0.447,-0.709,-0.262,3.088,3.535,3.797,-0.638956315549169,-0.255043684450831,-0.90765804820205,-0.51034195179795,-0.462886993767479,-0.0611130062325208,0.000000000012152104497513,0.000016490897610943,0.0319023561573882,0.0000000000137403151865967,0.0000000000270646554015656,0.0000190766969053485,0.0518515131487909,0.0000000000196422392543485,814564217.925516,1061.99344672529,830534228.090987,0.922921175343097,0.380666666666667,0
"47",7,1000,-0.0660167432656285,-0.119205274463373,-0.180292136296548,11.5,-0.128047305675899,-0.0039532116339149,-0.242729221024311,-0.117766195032686,-0.181375105333091,-0.0569761878399297,-0.202,-0.577,-0.375,3.113,3.315,3.69,-0.391876777913378,-0.0121232220866216,-0.775597422775752,-0.378402577224248,-0.570213737146899,-0.179786262853101,0.0000000311394260157688,0.111251583260851,0.000519276541230206,0.0000000469313581546125,0.0000000269352734797752,0.138182412984049,0.0003839087420644,0.0000000188999624000742,287015.858335312,0.311300107230858,300260.561680788,40.4160856103792,0.378666666666667,0
"48",8,1000,-0.111595376714839,-0.0840671062570379,-0.195330675204613,11.5,-0.173739931275463,-0.0493953032982646,-0.257851009809734,-0.132714325205592,-0.146135136569772,-0.0219571460029789,-0.345,-0.614,-0.269,3.059,3.404,3.673,-0.536843669304274,-0.153156330695726,-0.809061922271337,-0.418938077728663,-0.467564113609001,-0.0704358863909987,0.00000000576874859460915,0.00130861194245543,0.0239277259767728,0.00000000285013809800626,0.00000000395492229121381,0.00170839658723362,0.0160689078714338,0.00000000160677007122575,1958709.99623714,17.0326913088426,4558954.46526537,1.19228432230556,0.385333333333333,0
"49",9,1000,-0.152841656856309,-0.0131554723529481,-0.161180863935181,11.5,-0.21514452329982,-0.0904631401411179,-0.22352207400019,-0.0987599737843451,-0.0751343676588011,0.0488300059104322,-0.472,-0.513,-0.041,3.1,3.572,3.613,-0.663635004653166,-0.280364995346834,-0.710505168770939,-0.315494831229061,-0.234398005259559,0.152398005259559,0.0000000709525250850419,0.00000466173663390609,1,0.00000123784628631277,0.00000048377576451778,0.0000200303187746996,1,0.00000415131758414914,99253.8969877409,3558.67480751057,12724.2525550372,0.0388259733201528,0.375666666666667,0
